character,comic_title,format,date,event
Harry Osborn,Amazing Spider-Man (1999) #586,Comic,2009-02-11 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #585,Comic,2009-02-04 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #584,Comic,2009-01-21 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #583,Comic,2009-01-14 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #582,Comic,2009-01-07 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #581,Comic,2008-12-17 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man Family (2008) #3,Comic,2008-12-17 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man: Extra! (2008) #1,Comic,2008-07-30 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #546,Comic,2008-01-09 00:00:00+00:00,None
Harry Osborn,Spider-Man Loves Mary Jane (2005) #20,Comic,2007-07-11 00:00:00+00:00,None
Harry Osborn,Spider-Man Loves Mary Jane (2005) #18,Comic,2007-05-02 00:00:00+00:00,None
Harry Osborn,Spider-Man Loves Mary Jane (2005) #16,Comic,2007-03-21 00:00:00+00:00,None
Harry Osborn,SPIDER-MAN LOVES MARY JANE : THE NEW GIRL (Digest),Digest,2006-12-27 00:00:00+00:00,None
Harry Osborn,Spider-Man Loves Mary Jane (2005) #12,Comic,2006-11-22 00:00:00+00:00,None
Harry Osborn,Spider-Man Loves Mary Jane (2005) #9,Comic,2006-08-23 00:00:00+00:00,None
Harry Osborn,SPIDER-MAN VS. SILVER SABLE (Trade Paperback),Trade Paperback,2006-01-01 00:00:00+00:00,None
Harry Osborn,MARVEL VISIONARIES: STAN LEE (Hardcover),Hardcover,2005-03-01 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man (1999) #515,Comic,2004-12-29 00:00:00+00:00,None
Harry Osborn,SPIDER-MAN LEGENDS: TODD MCFARLANE (Trade Paperback),Trade Paperback,2004-04-21 00:00:00+00:00,None
Harry Osborn,SPIDER-MAN LEGENDS: TODD MCFARLANE (Trade Paperback),Trade Paperback,2003-06-25 00:00:00+00:00,None
Harry Osborn,ULTIMATE SPIDER-MAN: LEGACY (Trade Paperback),Trade Paperback,2002-11-27 00:00:00+00:00,None
Harry Osborn,Ultimate Spider-Man (2000) #23,Comic,2002-06-05 00:00:00+00:00,None
Harry Osborn,Ultimate Spider-Man (2000) #22,Comic,2002-05-01 00:00:00+00:00,None
Harry Osborn,Spider-Man: Death and Destiny (2000) #1,Comic,2000-08-01 00:00:00+00:00,None
Harry Osborn,Deadpool (1997) #11,Comic,1997-12-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #343,Comic,1991-01-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #326,Comic,1989-12-01 00:00:00+00:00,Acts of Vengeance!
Harry Osborn,The Amazing Spider-Man (1963) #321,Comic,1989-10-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #320,Comic,1989-09-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #319,Comic,1989-09-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #318,Comic,1989-09-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #312,Comic,1989-02-01 00:00:00+00:00,Inferno
Harry Osborn,The Amazing Spider-Man (1963) #311,Comic,1989-01-01 00:00:00+00:00,Inferno
Harry Osborn,"Peter Parker, the Spectacular Spider-Man (1976) #146",Comic,1989-01-01 00:00:00+00:00,None
Harry Osborn,Amazing Spider-Man Annual (1964) #21,Comic,1987-01-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #265,Comic,1985-06-01 00:00:00+00:00,None
Harry Osborn,"Peter Parker, the Spectacular Spider-Man (1976) #94",Comic,1984-09-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #251,Comic,1984-04-01 00:00:00+00:00,Secret Wars
Harry Osborn,The Amazing Spider-Man (1963) #250,Comic,1984-03-01 00:00:00+00:00,Secret Wars
Harry Osborn,The Amazing Spider-Man (1963) #249,Comic,1984-02-01 00:00:00+00:00,None
Harry Osborn,"Peter Parker, the Spectacular Spider-Man (1976) #85",Comic,1983-12-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #244,Comic,1983-09-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #127,Comic,1973-12-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #123,Comic,1973-08-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #108,Comic,1972-05-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #105,Comic,1972-02-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #98,Comic,1971-07-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #97,Comic,1971-06-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #96,Comic,1971-05-01 00:00:00+00:00,None
Harry Osborn,Captain America (1968) #137,Comic,1971-05-01 00:00:00+00:00,None
Harry Osborn,The Amazing Spider-Man (1963) #71,Comic,1969-04-01 00:00:00+00:00,None
Hela,Thor (2020) #35,Comic,2023-06-28 00:00:00+00:00,None
Hela,Alligator Loki Infinity Comic (2022) #8,Digital Vertical Comic,2022-06-17 00:00:00+00:00,None
Hela,Women of Marvel (2021) #1,Comic,2021-04-21 00:00:00+00:00,None
Hela,Guardians of the Galaxy (2019) #5,Comic,2019-05-15 00:00:00+00:00,None
Hela,Marvel Super Hero Adventures: The Spider-Doctor Infinite Comic (2019) #2,Infinite Comic,2019-02-12 00:00:00+00:00,None
Hela,Thor (2018) #3,Comic,2018-07-18 00:00:00+00:00,None
Hela,New Mutants Epic Collection: Curse of the Valkyries (Trade Paperback),Trade Paperback,2018-02-28 00:00:00+00:00,None
Hela,Incredible Hulk Epic Collection: Fall of the Pantheon (Trade Paperback),Trade Paperback,2018-01-10 00:00:00+00:00,None
Hela,MARVEL'S THOR: RAGNAROK - THE ART OF THE MOVIE (Hardcover),Hardcover,2017-11-01 00:00:00+00:00,None
Hela,Marvel's Thor: Ragnarok Prelude (2017) #3,Comic,2017-08-02 00:00:00+00:00,None
Hela,LOKI: JOURNEY INTO MYSTERY BY KIERON GILLEN OMNIBUS (Hardcover),Hardcover,2017-08-02 00:00:00+00:00,None
Hela,X-Factor (2005) #261,Comic,2013-08-21 00:00:00+00:00,None
Hela,X-Factor (2005) #256,Comic,2013-05-15 00:00:00+00:00,None
Hela,X-Factor (2005) #255,Comic,2013-05-01 00:00:00+00:00,None
Hela,X-Factor (2005) #253,Comic,2013-03-20 00:00:00+00:00,None
Hela,X-Factor (2005) #252,Comic,2013-02-20 00:00:00+00:00,None
Hela,X-Factor (2005) #251,Comic,2013-02-06 00:00:00+00:00,None
Hela,Journey Into Mystery (2011) #638,Comic,2012-05-22 00:00:00+00:00,None
Hela,Journey Into Mystery (2011) #637,Comic,2012-05-08 00:00:00+00:00,None
Hela,Journey Into Mystery (2011) #634,Comic,2012-02-08 00:00:00+00:00,Shattered Heroes
Hela,Journey Into Mystery (2011) #632,Comic,2011-12-14 00:00:00+00:00,Shattered Heroes
Hela,Journey Into Mystery (2011) #631 (Mc 50th Anniversary Variant),Comic,2011-11-09 00:00:00+00:00,None
Hela,Journey Into Mystery (2011) #631,Comic,2011-11-09 00:00:00+00:00,Shattered Heroes
Hela,New Mutants (2009) #31,Comic,2011-09-28 00:00:00+00:00,Fear Itself
Hela,Journey Into Mystery (2011) #626,Comic,2011-08-17 00:00:00+00:00,Fear Itself
Hela,Journey Into Mystery (2011) #625,Comic,2011-07-13 00:00:00+00:00,None
Hela,X-Factor Vol. 11: Happenings in Vegas (Trade Paperback),Trade Paperback,2011-06-22 00:00:00+00:00,None
Hela,Journey Into Mystery (2011) #624,Comic,2011-06-08 00:00:00+00:00,Fear Itself
Hela,Thor: Wolves of the North (Trade Paperback),Trade Paperback,2011-05-04 00:00:00+00:00,None
Hela,Thor by Walter Simonson (Hardcover),Hardcover,2011-03-02 00:00:00+00:00,None
Hela,Avengers Prime (2010) #5,Comic,2011-01-05 00:00:00+00:00,None
Hela,Thor: Wolves of the North (2010) #1,Comic,2010-12-22 00:00:00+00:00,None
Hela,Chaos War: Chaos King (2010) #1,Comic,2010-11-17 00:00:00+00:00,Chaos War
Hela,Avengers Prime (2010) #4,Comic,2010-11-10 00:00:00+00:00,None
Hela,Avengers Prime (2010) #3,Comic,2010-09-29 00:00:00+00:00,None
Hela,Thor (2007) #614,Comic,2010-09-09 00:00:00+00:00,None
Hela,Avengers Prime (2010) #2,Comic,2010-08-04 00:00:00+00:00,None
Hela,Thor (2007) #612,Comic,2010-07-28 00:00:00+00:00,None
Hela,Thor (2007) #611,Comic,2010-06-30 00:00:00+00:00,None
Hela,New Mutants (2009) #11,Comic,2010-03-31 00:00:00+00:00,Siege
Hela,Thor: Son of Asgard Vol. 2: Worthy (Digest),Digest,2005-04-13 00:00:00+00:00,None
Hela,Thor: Son of Asgard (2004) #12,Comic,2005-01-12 00:00:00+00:00,None
Hela,Thor (1998) #29,Comic,2000-11-01 00:00:00+00:00,None
Hela,Fantastic Four (1998) #21,Comic,1999-09-01 00:00:00+00:00,None
Hela,Thor (1998) #2,Comic,1998-08-01 00:00:00+00:00,None
Hela,Thor (1998) #1,Comic,1998-07-01 00:00:00+00:00,None
Hela,Thor (1966) #488,Comic,1995-07-01 00:00:00+00:00,None
Hela,Thor (1966) #487,Comic,1995-06-01 00:00:00+00:00,None
Hela,Thor (1966) #441,Comic,1991-12-01 00:00:00+00:00,None
Hela,"Doctor Strange, Sorcerer Supreme (1988) #35",Comic,1991-11-01 00:00:00+00:00,None
Hela,Thor (1966) #439,Comic,1991-11-01 00:00:00+00:00,None
Hela,New Mutants (1983) #85,Comic,1990-01-01 00:00:00+00:00,Acts of Vengeance!
Hela,New Mutants (1983) #84,Comic,1989-12-01 00:00:00+00:00,Acts of Vengeance!
Hela,New Mutants (1983) #83,Comic,1989-12-01 00:00:00+00:00,None
Hela,New Mutants (1983) #82,Comic,1989-11-01 00:00:00+00:00,None
Hela,New Mutants (1983) #80,Comic,1989-10-01 00:00:00+00:00,None
Hela,New Mutants (1983) #79,Comic,1989-09-01 00:00:00+00:00,None
Hela,New Mutants (1983) #78,Comic,1989-08-01 00:00:00+00:00,None
Hela,New Mutants (1983) #77,Comic,1989-07-01 00:00:00+00:00,None
Hela,Marvel Fanfare (1982) #45,Comic,1989-04-30 00:00:00+00:00,None
Hela,Thor (1966) #277,Comic,1978-11-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Venom War: Zombiotes (2024) #3,Comic,2024-10-30 00:00:00+00:00,None
Hellcat (Patsy Walker),Venom War: Zombiotes (2024) #2,Comic,2024-09-25 00:00:00+00:00,None
Hellcat (Patsy Walker),Sensational She-Hulk (2023) #10,Comic,2024-08-14 00:00:00+00:00,None
Hellcat (Patsy Walker),Sensational She-Hulk (2023) #5,Comic,2024-02-07 00:00:00+00:00,None
Hellcat (Patsy Walker),Sensational She-Hulk (2023) #4,Comic,2024-01-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat: Devil on My Shoulder (Trade Paperback),Trade Paperback,2023-10-25 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat (2023) #5,Comic,2023-07-26 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat (2023) #4,Comic,2023-06-21 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat (2023) #3,Comic,2023-05-24 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk (2022) #13,Comic,2023-05-17 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat (2023) #2,Comic,2023-04-19 00:00:00+00:00,None
Hellcat (Patsy Walker),Hellcat (2023) #1,Comic,2023-03-15 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #4,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #5,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #9,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #10,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #11,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk: Law and Disorder Infinity Comic (2022) #12,Digital Vertical Comic,2022-08-02 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man/Hellcat Annual (2022) #1,Comic,2022-06-29 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #20,Comic,2022-06-15 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker Infinity Comic (2022) #4,Digital Vertical Comic,2022-06-02 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker Infinity Comic (2022) #3,Digital Vertical Comic,2022-05-26 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker Infinity Comic (2022) #2,Digital Vertical Comic,2022-05-19 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker Infinity Comic (2022) #1,Digital Vertical Comic,2022-05-12 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #17,Comic,2022-02-23 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #15,Comic,2021-12-22 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #13,Comic,2021-10-13 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #11,Comic,2021-08-18 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #10,Comic,2021-07-14 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #8,Comic,2021-04-14 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #7,Comic,2021-03-17 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #6,Comic,2021-02-17 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #5,Comic,2021-01-06 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #4,Comic,2020-12-16 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #2,Comic,2020-10-21 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (2020) #1,Comic,2020-09-16 00:00:00+00:00,None
Hellcat (Patsy Walker),Fearless (2019) #3,Comic,2019-09-25 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Masterworks: The Defenders Vol. 6 (Trade Paperback),Trade Paperback,2018-05-16 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk (2017) #163,Comic,2018-03-07 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk Vol. 2: Let Them Eat Cake (Trade Paperback),Trade Paperback,2018-01-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Hulk (2016) #11,Comic,2017-10-11 00:00:00+00:00,None
Hellcat (Patsy Walker),"DEFENDERS EPIC COLLECTION: ASHES, ASHES… (Trade Paperback)",Trade Paperback,2017-08-30 00:00:00+00:00,None
Hellcat (Patsy Walker),Hulk (2016) #9,Comic,2017-08-09 00:00:00+00:00,None
Hellcat (Patsy Walker),"PATSY WALKER, A.K.A. HELLCAT! VOL. 3: CARELESS WHISKER[S] (Trade Paperback)",Trade Paperback,2017-07-19 00:00:00+00:00,None
Hellcat (Patsy Walker),Hulk (2016) #7,Comic,2017-06-14 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #17",Comic,2017-04-26 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #16",Comic,2017-03-15 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #15",Comic,2017-02-15 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #14",Comic,2017-01-18 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #13",Comic,2016-12-21 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #12",Comic,2016-11-16 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #11",Comic,2016-10-19 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #10",Comic,2016-09-21 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #9",Comic,2016-08-24 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #8",Comic,2016-07-20 00:00:00+00:00,None
Hellcat (Patsy Walker),"Patsy Walker, a.K.a. Hellcat! (2015) #7",Comic,2016-06-15 00:00:00+00:00,None
Hellcat (Patsy Walker),Wolverines (2015) #13,Comic,2015-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk (2014) #8,Comic,2014-09-03 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk (2014) #5,Comic,2014-06-11 00:00:00+00:00,None
Hellcat (Patsy Walker),She-Hulk (2014) #1,Comic,2014-02-12 00:00:00+00:00,None
Hellcat (Patsy Walker),Heralds (Trade Paperback),Trade Paperback,2011-03-30 00:00:00+00:00,None
Hellcat (Patsy Walker),X-Men: To Serve and Protect (2010) #4,Comic,2011-02-23 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Divas (2009) #3,Comic,2009-09-30 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Divas (2009) #2,Comic,2009-08-12 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Divas (2009) #1,Comic,2009-07-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker: Hellcat (2008) #5,Comic,2009-02-11 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker: Hellcat (2008) #4,Comic,2008-12-24 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker: Hellcat (2008) #3,Comic,2008-09-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker: Hellcat (2008) #2,Comic,2008-08-06 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker: Hellcat (2008) #1,Comic,2008-07-02 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Comics Presents (2007) #8,Comic,2008-04-30 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Comics Presents (2007) #4,Comic,2007-12-12 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Comics Presents (2007) #3,Comic,2007-11-14 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Comics Presents (2007) #2,Comic,2007-10-17 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Comics Presents (2007) #1,Comic,2007-09-19 00:00:00+00:00,None
Hellcat (Patsy Walker),HEROES REBORN: IRON MAN (Trade Paperback),Trade Paperback,2007-05-09 00:00:00+00:00,None
Hellcat (Patsy Walker),Heroes Reborn: Avengers (Trade Paperback),Trade Paperback,2006-12-13 00:00:00+00:00,None
Hellcat (Patsy Walker),AVENGERS ASSEMBLE (Hardcover),Hardcover,2006-07-12 00:00:00+00:00,None
Hellcat (Patsy Walker),AVENGERS: THE SERPENT CROWN (Trade Paperback),Trade Paperback,2005-11-01 00:00:00+00:00,None
Hellcat (Patsy Walker),AVENGERS ASSEMBLE (Hardcover),Hardcover,2005-01-01 00:00:00+00:00,None
Hellcat (Patsy Walker),AVENGERS ASSEMBLE (Hardcover),Hardcover,2004-09-01 00:00:00+00:00,None
Hellcat (Patsy Walker),The Order (2002) #2,Comic,2002-05-01 00:00:00+00:00,None
Hellcat (Patsy Walker),The Order (2002) #1,Comic,2002-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1998) #27,Comic,2000-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers Forever (1998) #12,Comic,2000-02-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers Annual (2000) #1,Comic,2000-01-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers Forever (1998) #9,Comic,1999-08-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1998) #11,Comic,1998-12-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1998) #10,Comic,1998-11-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #9,Comic,1997-07-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #8,Comic,1997-06-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #7,Comic,1997-05-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #6,Comic,1997-04-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Iron Man (1996) #6,Comic,1997-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #4,Comic,1997-02-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #3,Comic,1997-01-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #2,Comic,1996-12-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1996) #1,Comic,1996-11-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Super Heroes (1990) #1,Comic,1990-05-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #313,Comic,1990-01-01 00:00:00+00:00,Acts of Vengeance!
Hellcat (Patsy Walker),Marvel Comics Presents (1988) #36,Comic,1989-12-15 00:00:00+00:00,None
Hellcat (Patsy Walker),Solo Avengers (1987) #9,Comic,1988-08-01 00:00:00+00:00,None
Hellcat (Patsy Walker),West Coast Avengers (1985) #16,Comic,1987-01-01 00:00:00+00:00,None
Hellcat (Patsy Walker),West Coast Avengers (1985) #14,Comic,1986-11-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #121,Comic,1983-07-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #120,Comic,1983-06-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #118,Comic,1983-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #117,Comic,1983-03-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #111,Comic,1982-09-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #94,Comic,1981-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),The Savage She-Hulk (1980) #14,Comic,1981-03-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #57,Comic,1978-03-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #50,Comic,1977-08-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #49,Comic,1977-07-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #48,Comic,1977-06-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #47,Comic,1977-05-10 00:00:00+00:00,None
Hellcat (Patsy Walker),Defenders (1972) #46,Comic,1977-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #151,Comic,1976-09-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #150,Comic,1976-08-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #149,Comic,1976-07-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #148,Comic,1976-06-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Avengers (1963) #144,Comic,1976-02-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Marvel Team-Up (1972) #8,Comic,1973-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy and Hedy (1952) #94,Comic,1964-06-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker (1945) #114,Comic,1964-04-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy and Hedy (1952) #90,Comic,1963-10-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy Walker (1945) #109,Comic,1963-09-01 00:00:00+00:00,None
Hellcat (Patsy Walker),Patsy and Hedy Annual (1963) #1,Comic,1963-01-01 00:00:00+00:00,None
Hellion,Nyx (2024) #10,Comic,2025-04-30 00:00:00+00:00,None
Hellion,Nyx (2024) #8,Comic,2025-02-19 00:00:00+00:00,None
Hellion,Nyx (2024) #4,Comic,2024-10-30 00:00:00+00:00,None
Hellion,Dawn Of X Vol. 12 (Trade Paperback),Trade Paperback,2021-02-03 00:00:00+00:00,None
Hellion,New X-Men: Childhood's End - The Complete Collection (Trade Paperback),Trade Paperback,2019-01-30 00:00:00+00:00,None
Hellion,Age of X: Alpha (2010) #1,Comic,2011-01-26 00:00:00+00:00,Age of X
Hellion,X-Men Legacy (2008) #243,Comic,2010-12-22 00:00:00+00:00,None
Hellion,Marvel Masterworks: The Inhumans Vol.1 (Hardcover),Hardcover,2009-10-21 00:00:00+00:00,None
Hellion,Runaways (2008) #10,Comic,2009-05-27 00:00:00+00:00,None
